71
71
82
99
112
136
147
154
164
200
213
204
227
227
252
279
319
368
410
459
459
467
538
569
571
658
637
694
696
766
772
803
808
792
818
948
959
1093
1191
1433
1482
1661
2018
2051
2620
3009
3357
3501
3839
3988
